# Hungarian Wordnet	hu	http://www.racai.ro/tools/text/rowordnet-visualizer/	CC BY SA 
00088445-n	hun:def	0	Engesztelő cselekedet valamilyen elkövetett bűn vagy rossz cselekedet miatt (valamilyen istenség kiengesztelése céljából).
10146139-n	hun:lemma	William Blake
10146139-n	hun:lemma	Blake
01970410-v	hun:lemma	hemzseg
01970410-v	hun:lemma	nyüzsög
01970410-v	hun:lemma	ömlik
01970410-v	hun:lemma	özönlik
01970410-v	hun:def	0	Ember vagy állat tömegesen ide-oda mozog, tolong, nyüzsög.
09913368-n	hun:lemma	kétkedő
09913368-n	hun:lemma	kételkedő
09913368-n	hun:lemma	szkeptikus
09913368-n	hun:def	0	Aki valaminek igaz voltát, valóságát illetően bizonytalanságban van, nemigen hisz benne.
08331523-n	hun:lemma	Reading
08331523-n	hun:def	0	Város a Temze folyó partján a dél-angliai Berkshire-ben.
07007921-n	hun:lemma	váltó
07007921-n	hun:lemma	váltóverseny
07007921-n	hun:lemma	staféta
07007921-n	hun:def	0	Csapatok közt folyó verseny, ahol minden résztvevő a táv egy meghatározott részét teljesíti.
09729204-n	hun:lemma	utas
09729204-n	hun:def	0	Utazó személy.
04737948-n	hun:lemma	karcsúság
04737948-n	hun:def	0	Vonzóan vékony személy állapota.
08764931-n	hun:lemma	Földközi-tenger
08764931-n	hun:def	0	A Földközi-tenger az Atlanti-óceán része, amelyet három kontinens vesz körbe: északról Európa, keletről Ázsia, délről pedig Afrika.
05231159-n	hun:lemma	váll
05231159-n	hun:def	0	A nyak két oldalán a kar tövéig terjedő testrész.
05095922-n	hun:lemma	könny
05095922-n	hun:def	0	A könnymirigy átlátszó sós nedve.
00180713-b	hun:lemma	vallásilag
00180713-b	hun:def	0	Valamely vallás által.
00331019-a	hun:lemma	biztos
00331019-a	hun:def	0	Kétségtelen, nem kérdéses, határozottan tudott.
00173490-a	hun:lemma	ellenállhatatlan
00173490-a	hun:def	0	Hódító, lenyűgöző.
01968409-a	hun:lemma	bal szélső
01968409-a	hun:def	0	Leginkább a jobbal ellentétes oldalon lévő.
06876850-n	hun:lemma	hajnal
06876850-n	hun:def	0	A legkorábbi korszaka valaminek.
00226170-a	hun:lemma	(rosszindulatból fakadó)
04615862-n	hun:lemma	sarkalatos erény
04615862-n	hun:lemma	természetes erény
04615862-n	hun:def	0	A sarkaltos erények (igazságosság, mértékletesség, bátorság, bölcsesség) egyike.
00431323-v	hun:lemma	elfolyósodik
00431323-v	hun:lemma	cseppfolyósodik
00431323-v	hun:lemma	olvad
00431323-v	hun:lemma	megolvad
00431323-v	hun:def	0	Szilárd test hőtől cseppfolyóssá válik.
06297111-n	hun:lemma	rosszallás
06297111-n	hun:lemma	helytelenítés
06297111-n	hun:def	0	Nemtetszés kifejezése.
02441259-a	hun:lemma	csípős
02441259-a	hun:def	0	Metszően hideg.
00080080-b	hun:lemma	termodinamikailag
00080080-b	hun:def	0	A termodinamika törvényei szerint, ill. ezeket tiszteletben tartva.
08271292-n	hun:lemma	Etruria
